"","origin_fips_code","origin_state","origin_county_name","avg_distance","county","county_ascii","county_full","state_name","lat","lng","population","legal_status"
"199","06027","CA","Inyo County (CA)",184.8306,"Inyo","Inyo","Inyo County","California",36.5111,-117.4107,18804,"Legal"
"200","06029","CA","Kern County (CA)",7.6813908,"Kern","Kern","Kern County","California",35.3426,-118.7301,905644,"Legal"
"201","06031","CA","Kings County (CA)",38.4498281666667,"Kings","Kings","Kings County","California",36.0752,-119.8155,151887,"Legal"
"202","06033","CA","Lake County (CA)",15.871063,"Lake","Lake","Lake County","California",39.0996,-122.7532,67749,"Legal"
"203","06035","CA","Lassen County (CA)",83.154999,"Lassen","Lassen","Lassen County","California",40.6736,-120.5943,32949,"Legal"
"204","06037","CA","Los Angeles County (CA)",2.3723953,"Los Angeles","Los Angeles","Los Angeles County","California",34.3209,-118.2247,10019635,"Legal"
"205","06039","CA","Madera County (CA)",9.3839474,"Madera","Madera","Madera County","California",37.218,-119.7627,156304,"Legal"
"206","06041","CA","Marin County (CA)",1.4216973,"Marin","Marin","Marin County","California",38.0735,-122.7235,262387,"Legal"
"207","06043","CA","Mariposa County (CA)",44.728783,"Mariposa","Mariposa","Mariposa County","California",37.5815,-119.9054,17225,"Legal"
"208","06045","CA","Mendocino County (CA)",31.463131,"Mendocino","Mendocino","Mendocino County","California",39.4402,-123.3915,91534,"Legal"
"209","06047","CA","Merced County (CA)",10.186759,"Merced","Merced","Merced County","California",37.1919,-120.7177,279150,"Legal"
"210","06049","CA","Modoc County (CA)",143.66786,"Modoc","Modoc","Modoc County","California",41.5898,-120.725,8723,"Legal"
"211","06051","CA","Mono County (CA)",153.08101,"Mono","Mono","Mono County","California",37.9391,-118.8868,13291,"Legal"
"212","06053","CA","Monterey County (CA)",6.9630857,"Monterey","Monterey","Monterey County","California",36.2171,-121.2388,438953,"Legal"
"213","06055","CA","Napa County (CA)",3.2292662,"Napa","Napa","Napa County","California",38.5065,-122.3305,138795,"Legal"
"214","06057","CA","Nevada County (CA)",13.071786,"Nevada","Nevada","Nevada County","California",39.3013,-120.7689,102090,"Legal"
"215","06059","CA","Orange County (CA)",2.8297243,"Orange","Orange","Orange County","California",33.7031,-117.7609,3182923,"Legal"
"216","06061","CA","Placer County (CA)",12.111146,"Placer","Placer","Placer County","California",39.0634,-120.7177,400330,"Legal"
"217","06063","CA","Plumas County (CA)",82.424889,"Plumas","Plumas","Plumas County","California",40.0046,-120.8385,19631,"Legal"
"218","06065","CA","Riverside County (CA)",16.243885,"Riverside","Riverside","Riverside County","California",33.7436,-115.9938,2409331,"Legal"
"219","06067","CA","Sacramento County (CA)",2.8042481,"Sacramento","Sacramento","Sacramento County","California",38.4493,-121.3443,1571767,"Legal"
"220","06069","CA","San Benito County (CA)",16.344547,"San Benito","San Benito","San Benito County","California",36.6057,-121.075,63329,"Legal"
"221","06071","CA","San Bernardino County (CA)",12.202488,"San Bernardino","San Bernardino","San Bernardino County","California",34.8414,-116.1784,2171071,"Legal"
"222","06073","CA","San Diego County (CA)",3.8829486,"San Diego","San Diego","San Diego County","California",33.0343,-116.735,3296317,"Legal"
"223","06075","CA","San Francisco County (CA)",1.4397171,"San Francisco","San Francisco","San Francisco County","California",37.7558,-122.4449,865933,"Legal"
"224","06077","CA","San Joaquin County (CA)",3.52566,"San Joaquin","San Joaquin","San Joaquin County","California",37.9348,-121.2714,771406,"Legal"
"225","06079","CA","San Luis Obispo County (CA)",5.7594895,"San Luis Obispo","San Luis Obispo","San Luis Obispo County","California",35.3871,-120.4044,282771,"Legal"
"226","06081","CA","San Mateo County (CA)",1.1091475,"San Mateo","San Mateo","San Mateo County","California",37.4229,-122.329,762488,"Legal"
"227","06083","CA","Santa Barbara County (CA)",32.452976,"Santa Barbara","Santa Barbara","Santa Barbara County","California",34.6729,-120.0169,447651,"Legal"
"228","06085","CA","Santa Clara County (CA)",2.9138166,"Santa Clara","Santa Clara","Santa Clara County","California",37.2318,-121.6951,1932022,"Legal"
"229","06087","CA","Santa Cruz County (CA)",6.7350426,"Santa Cruz","Santa Cruz","Santa Cruz County","California",37.0562,-122.0018,272138,"Legal"
"230","06089","CA","Shasta County (CA)",3.1534588,"Shasta","Shasta","Shasta County","California",40.7637,-122.0405,181935,"Legal"
"231","06091","CA","Sierra County (CA)",56.793949,"Sierra","Sierra","Sierra County","California",39.5803,-120.5161,3079,"Legal"
"232","06093","CA","Siskiyou County (CA)",69.127548,"Siskiyou","Siskiyou","Siskiyou County","California",41.5927,-122.5404,44151,"Legal"
"233","06095","CA","Solano County (CA)",2.6476626,"Solano","Solano","Solano County","California",38.27,-121.9329,451432,"Legal"
"234","06097","CA","Sonoma County (CA)",2.6979938,"Sonoma","Sonoma","Sonoma County","California",38.5289,-122.8881,492498,"Legal"
"235","06099","CA","Stanislaus County (CA)",6.84129683333333,"Stanislaus","Stanislaus","Stanislaus County","California",37.5591,-120.9977,550842,"Legal"
"236","06101","CA","Sutter County (CA)",1.181848,"Sutter","Sutter","Sutter County","California",39.0346,-121.6948,99080,"Legal"
"237","06103","CA","Tehama County (CA)",34.680592,"Tehama","Tehama","Tehama County","California",40.1256,-122.2341,65345,"Legal"
"238","06105","CA","Trinity County (CA)",62.699459,"Trinity","Trinity","Trinity County","California",40.6507,-123.1126,15818,"Legal"
"239","06107","CA","Tulare County (CA)",48.2506118333333,"Tulare","Tulare","Tulare County","California",36.2202,-118.8005,470999,"Legal"
"240","06109","CA","Tuolumne County (CA)",50.038403,"Tuolumne","Tuolumne","Tuolumne County","California",38.0276,-119.9548,55243,"Legal"
"241","06111","CA","Ventura County (CA)",8.5283194,"Ventura","Ventura","Ventura County","California",34.4561,-119.0836,845255,"Legal"
"242","06113","CA","Yolo County (CA)",10.099768,"Yolo","Yolo","Yolo County","California",38.6866,-121.9016,216703,"Legal"
"243","06115","CA","Yuba County (CA)",8.7986164,"Yuba","Yuba","Yuba County","California",39.269,-121.3513,80404,"Legal"
"244","08001","CO","Adams County (CO)",10.607428,"Adams","Adams","Adams County","Colorado",39.8736,-104.3379,514969,"Legal"
"245","08003","CO","Alamosa County (CO)",98.5429458666667,"Alamosa","Alamosa","Alamosa County","Colorado",37.5729,-105.7883,16377,"Legal"
"246","08005","CO","Arapahoe County (CO)",6.0726604,"Arapahoe","Arapahoe","Arapahoe County","Colorado",39.6498,-104.3393,651621,"Legal"
"247","08007","CO","Archuleta County (CO)",53.397533,"Archuleta","Archuleta","Archuleta County","Colorado",37.1935,-107.0483,13267,"Legal"
"248","08009","CO","Baca County (CO)",220.33885,"Baca","Baca","Baca County","Colorado",37.3192,-102.5605,3519,"Legal"
"249","08011","CO","Bent County (CO)",136.98749,"Bent","Bent","Bent County","Colorado",37.9551,-103.0717,5861,"Legal"
"250","08013","CO","Boulder County (CO)",6.5734859,"Boulder","Boulder","Boulder County","Colorado",40.0925,-105.3577,328713,"Legal"
"251","08014","CO","Broomfield County (CO)",8.5208635,"Broomfield","Broomfield","Broomfield County","Colorado",39.9541,-105.0527,72697,"Legal"
"252","08015","CO","Chaffee County (CO)",76.589592,"Chaffee","Chaffee","Chaffee County","Colorado",38.747,-106.1941,19436,"Legal"
"253","08017","CO","Cheyenne County (CO)",139.94397,"Cheyenne","Cheyenne","Cheyenne County","Colorado",38.8279,-102.6036,1691,"Legal"
"254","08019","CO","Clear Creek County (CO)",34.702339,"Clear Creek","Clear Creek","Clear Creek County","Colorado",39.6891,-105.6444,9427,"Legal"
"255","08021","CO","Conejos County (CO)",106.5976205,"Conejos","Conejos","Conejos County","Colorado",37.2007,-106.1916,7579,"Legal"
"256","08023","CO","Costilla County (CO)",111.762100166667,"Costilla","Costilla","Costilla County","Colorado",37.2781,-105.4282,3517,"Legal"
"257","08025","CO","Crowley County (CO)",89.608559,"Crowley","Crowley","Crowley County","Colorado",38.3266,-103.7845,6018,"Legal"
"258","08027","CO","Custer County (CO)",76.764816,"Custer","Custer","Custer County","Colorado",38.1087,-105.3675,4720,"Legal"
"259","08029","CO","Delta County (CO)",86.830414,"Delta","Delta","Delta County","Colorado",38.8614,-107.8629,31133,"Legal"
"260","08031","CO","Denver County (CO)",1.7740147,"Denver","Denver","Denver County","Colorado",39.762,-104.8758,706799,"Legal"
"261","08033","CO","Dolores County (CO)",50.0021536666667,"Dolores","Dolores","Dolores County","Colorado",37.7517,-108.5174,2288,"Legal"
"262","08035","CO","Douglas County (CO)",14.6411625833333,"Douglas","Douglas","Douglas County","Colorado",39.3297,-104.9296,351929,"Legal"
"263","08037","CO","Eagle County (CO)",42.225281,"Eagle","Eagle","Eagle County","Colorado",39.6279,-106.6954,55693,"Legal"
"264","08039","CO","Elbert County (CO)",38.1727998333333,"Elbert","Elbert","Elbert County","Colorado",39.2866,-104.1359,25897,"Legal"
"265","08041","CO","El Paso County (CO)",8.0069895,"El Paso","El Paso","El Paso County","Colorado",38.8321,-104.5254,722736,"Legal"
"266","08043","CO","Fremont County (CO)",50.551655,"Fremont","Fremont","Fremont County","Colorado",38.4731,-105.4395,49007,"Legal"
"267","08045","CO","Garfield County (CO)",15.668496,"Garfield","Garfield","Garfield County","Colorado",39.5993,-107.904,61221,"Legal"
"268","08047","CO","Gilpin County (CO)",28.388586,"Gilpin","Gilpin","Gilpin County","Colorado",39.8575,-105.5226,5812,"Legal"
"269","08049","CO","Grand County (CO)",85.784228,"Grand","Grand","Grand County","Colorado",40.1026,-106.1183,15629,"Legal"
"270","08051","CO","Gunnison County (CO)",153.614976666667,"Gunnison","Gunnison","Gunnison County","Colorado",38.6668,-107.0316,16851,"Legal"
"271","08053","CO","Hinsdale County (CO)",151.376173333333,"Hinsdale","Hinsdale","Hinsdale County","Colorado",37.8213,-107.3003,858,"Legal"
"272","08055","CO","Huerfano County (CO)",92.4925476666667,"Huerfano","Huerfano","Huerfano County","Colorado",37.6847,-104.9606,6787,"Legal"
"273","08057","CO","Jackson County (CO)",74.0730386666667,"Jackson","Jackson","Jackson County","Colorado",40.6664,-106.3428,1375,"Legal"
"274","08059","CO","Jefferson County (CO)",11.611564,"Jefferson","Jefferson","Jefferson County","Colorado",39.5864,-105.2505,580130,"Legal"
"275","08061","CO","Kiowa County (CO)",147.38863,"Kiowa","Kiowa","Kiowa County","Colorado",38.4326,-102.7402,1414,"Legal"
"276","08063","CO","Kit Carson County (CO)",146.69641,"Kit Carson","Kit Carson","Kit Carson County","Colorado",39.3055,-102.603,7071,"Legal"
"277","08065","CO","Lake County (CO)",59.277569,"Lake","Lake","Lake County","Colorado",39.2025,-106.3448,7417,"Legal"
"278","08067","CO","La Plata County (CO)",9.0769901,"La Plata","La Plata","La Plata County","Colorado",37.2866,-107.8433,55673,"Legal"
"279","08069","CO","Larimer County (CO)",5.1822357,"Larimer","Larimer","Larimer County","Colorado",40.6664,-105.4612,354670,"Legal"
"280","08071","CO","Las Animas County (CO)",123.938076666667,"Las Animas","Las Animas","Las Animas County","Colorado",37.3158,-104.0387,14531,"Legal"
"281","08073","CO","Lincoln County (CO)",89.491119,"Lincoln","Lincoln","Lincoln County","Colorado",38.9881,-103.514,5630,"Legal"
"282","08075","CO","Logan County (CO)",102.98316,"Logan","Logan","Logan County","Colorado",40.7247,-103.1101,21765,"Legal"
"283","08077","CO","Mesa County (CO)",84.817787,"Mesa","Mesa","Mesa County","Colorado",39.0183,-108.4664,154685,"Legal"
"284","08079","CO","Mineral County (CO)",126.582835666667,"Mineral","Mineral","Mineral County","Colorado",37.6689,-106.9241,794,"Legal"
"285","08081","CO","Moffat County (CO)",69.1109753333333,"Moffat","Moffat","Moffat County","Colorado",40.6184,-108.2074,13240,"Legal"
"286","08083","CO","Montezuma County (CO)",17.7036934666667,"Montezuma","Montezuma","Montezuma County","Colorado",37.3386,-108.5966,25916,"Legal"
"287","08085","CO","Montrose County (CO)",111.93877,"Montrose","Montrose","Montrose County","Colorado",38.4022,-108.2693,42328,"Legal"
"288","08087","CO","Morgan County (CO)",58.56532275,"Morgan","Morgan","Morgan County","Colorado",40.2626,-103.8097,28868,"Legal"
"289","08089","CO","Otero County (CO)",102.56539,"Otero","Otero","Otero County","Colorado",37.9026,-103.7165,18665,"Legal"
"290","08091","CO","Ouray County (CO)",83.599281,"Ouray","Ouray","Ouray County","Colorado",38.1555,-107.7693,4850,"Legal"
"291","08093","CO","Park County (CO)",76.433006,"Park","Park","Park County","Colorado",39.1194,-105.7172,17384,"Legal"
"292","08095","CO","Phillips County (CO)",142.809685,"Phillips","Phillips","Phillips County","Colorado",40.594,-102.3576,4497,"Legal"
"293","08097","CO","Pitkin County (CO)",6.9202108,"Pitkin","Pitkin","Pitkin County","Colorado",39.2171,-106.9166,17471,"Legal"
"294","08099","CO","Prowers County (CO)",169.35161,"Prowers","Prowers","Prowers County","Colorado",37.9552,-102.3934,11966,"Legal"
"295","08101","CO","Pueblo County (CO)",49.5121,"Pueblo","Pueblo","Pueblo County","Colorado",38.1735,-104.5127,167453,"Legal"
"296","08103","CO","Rio Blanco County (CO)",86.987,"Rio Blanco","Rio Blanco","Rio Blanco County","Colorado",39.9798,-108.2171,6495,"Legal"
"297","08105","CO","Rio Grande County (CO)",90.375748,"Rio Grande","Rio Grande","Rio Grande County","Colorado",37.5825,-106.3832,11476,"Legal"
"298","08107","CO","Routt County (CO)",45.7380973333333,"Routt","Routt","Routt County","Colorado",40.4851,-106.9913,24899,"Legal"
"299","08109","CO","Saguache County (CO)",106.634956333333,"Saguache","Saguache","Saguache County","Colorado",38.0805,-106.2815,6369,"Legal"
"300","08111","CO","San Juan County (CO)",50.006088,"San Juan","San Juan","San Juan County","Colorado",37.764,-107.6762,698,"Legal"
"301","08113","CO","San Miguel County (CO)",96.267382,"San Miguel","San Miguel","San Miguel County","Colorado",38.0038,-108.4057,8084,"Legal"
"302","08115","CO","Sedgwick County (CO)",153.417275833333,"Sedgwick","Sedgwick","Sedgwick County","Colorado",40.8759,-102.3518,2459,"Legal"
"303","08117","CO","Summit County (CO)",74.263802,"Summit","Summit","Summit County","Colorado",39.6342,-106.1164,31042,"Legal"
"304","08119","CO","Teller County (CO)",24.360237,"Teller","Teller","Teller County","Colorado",38.8824,-105.1617,24607,"Legal"
"305","08121","CO","Washington County (CO)",99.1334036666667,"Washington","Washington","Washington County","Colorado",39.971,-103.2012,4834,"Legal"
"306","08123","CO","Weld County (CO)",14.74529375,"Weld","Weld","Weld County","Colorado",40.5548,-104.3925,322424,"Legal"
"307","08125","CO","Yuma County (CO)",133.522369166667,"Yuma","Yuma","Yuma County","Colorado",40.0029,-102.4243,9944,"Legal"
"308","09001","CT","Fairfield County (CT)",13.430939,"Fairfield","Fairfield","Fairfield County","Connecticut",41.271,-73.3893,956446,"Legal"
"309","09003","CT","Hartford County (CT)",2.2468781,"Hartford","Hartford","Hartford County","Connecticut",41.8064,-72.7329,898636,"Legal"
"310","09005","CT","Litchfield County (CT)",8.6550789,"Litchfield","Litchfield","Litchfield County","Connecticut",41.7925,-73.2453,185175,"Legal"
"311","09007","CT","Middlesex County (CT)",17.854481,"Middlesex","Middlesex","Middlesex County","Connecticut",41.4632,-72.5351,164568,"Legal"
"312","09009","CT","New Haven County (CT)",6.7984223,"New Haven","New Haven","New Haven County","Connecticut",41.4106,-72.9321,864751,"Legal"
"313","09011","CT","New London County (CT)",8.5146494,"New London","New London","New London County","Connecticut",41.4867,-72.1014,269131,"Legal"
"314","09013","CT","Tolland County (CT)",13.481891,"Tolland","Tolland","Tolland County","Connecticut",41.855,-72.3365,150120,"Legal"
"315","09015","CT","Windham County (CT)",16.384937,"Windham","Windham","Windham County","Connecticut",41.83,-71.9874,116503,"Legal"
"316","10001","DE","Kent County (DE)",4.6167879,"Kent","Kent","Kent County","Delaware",39.086,-75.5686,180078,"Legal"
"317","10003","DE","New Castle County (DE)",2.9322507,"New Castle","New Castle","New Castle County","Delaware",39.5768,-75.6527,567769,"Legal"
"318","10005","DE","Sussex County (DE)",19.00091,"Sussex","Sussex","Sussex County","Delaware",38.6606,-75.39,234045,"Legal"
"319","11001","DC","District Of Columbia (DC)",1.0538455,"District of Columbia","District of Columbia","District of Columbia","District of Columbia",38.9047,-77.0163,683154,"Legal"
"320","12001","FL","Alachua County (FL)",3.8823273,"Alachua","Alachua","Alachua County","Florida",29.6747,-82.3577,276171,"Legal"
"321","12003","FL","Baker County (FL)",38.6973405,"Baker","Baker","Baker County","Florida",30.3311,-82.2846,28003,"Legal"
"322","12005","FL","Bay County (FL)",115.35135,"Bay","Bay","Bay County","Florida",30.2652,-85.6203,181384,"Legal"
"323","12007","FL","Bradford County (FL)",27.112911,"Bradford","Bradford","Bradford County","Florida",29.95,-82.1687,27928,"Legal"
"324","12009","FL","Brevard County (FL)",47.423672,"Brevard","Brevard","Brevard County","Florida",28.2937,-80.7323,601573,"Legal"
"325","12011","FL","Broward County (FL)",2.3146076,"Broward","Broward","Broward County","Florida",26.1523,-80.4871,1934551,"Legal"
"326","12013","FL","Calhoun County (FL)",51.944767,"Calhoun","Calhoun","Calhoun County","Florida",30.4061,-85.1971,13863,"Legal"
"327","12015","FL","Charlotte County (FL)",42.643463,"Charlotte","Charlotte","Charlotte County","Florida",26.9055,-81.9123,184837,"Legal"
"328","12017","FL","Citrus County (FL)",67.026688,"Citrus","Citrus","Citrus County","Florida",28.8489,-82.4794,151888,"Legal"
"329","12019","FL","Clay County (FL)",31.711679,"Clay","Clay","Clay County","Florida",29.9831,-81.8579,216308,"Legal"
"330","12021","FL","Collier County (FL)",30.614958,"Collier","Collier","Collier County","Florida",26.1108,-81.3475,372797,"Legal"
"331","12023","FL","Columbia County (FL)",47.885971,"Columbia","Columbia","Columbia County","Florida",30.2242,-82.6215,69265,"Legal"
